2019-11-12T11:30:00Z,1.0
2019-11-12T13:30:00Z,2.0
2019-11-12T15:30:00Z,3.0
2019-11-12T17:30:00Z,4.0
2019-11-12T19:30:00Z,5.0
2019-11-12T21:30:00Z,6.0
2019-11-12T23:30:00Z,7.0
2019-11-13T01:30:00Z,8.0
2019-11-13T03:30:00Z,9.0
2019-11-13T05:30:00Z,10.0
2019-11-13T07:30:00Z,11.0
2019-11-13T09:30:00Z,12.0
2019-11-13T11:30:00Z,13.0
2019-11-13T13:30:00Z,14.0
2019-11-13T15:30:00Z,15.0
2019-11-13T17:30:00Z,16.0
2019-11-13T19:30:00Z,17.0
2019-11-13T21:30:00Z,18.0
2019-11-13T23:30:00Z,19.0
2019-11-14T01:30:00Z,20.0
2019-11-14T03:30:00Z,21.0
2019-11-14T05:30:00Z,22.0
2019-11-14T07:30:00Z,23.0
2019-11-14T09:30:00Z,24.0
2019-11-14T11:30:00Z,25.0
2019-11-14T13:30:00Z,26.0
2019-11-14T15:30:00Z,27.0
2019-11-14T17:30:00Z,28.0
2019-11-14T19:30:00Z,29.0
2019-11-14T21:30:00Z,30.0
2019-11-14T23:30:00Z,31.0
2019-11-15T01:30:00Z,32.0
2019-11-15T03:30:00Z,33.0
2019-11-15T05:30:00Z,34.0
2019-11-15T07:30:00Z,35.0
2019-11-15T09:30:00Z,36.0
2019-11-15T11:30:00Z,37.0
2019-11-15T13:30:00Z,38.0
2019-11-15T15:30:00Z,39.0
2019-11-15T17:30:00Z,40.0
2019-11-15T19:30:00Z,41.0
2019-11-15T21:30:00Z,42.0
2019-11-15T23:30:00Z,43.0
2019-11-16T01:30:00Z,44.0
2019-11-16T03:30:00Z,45.0
2019-11-16T05:30:00Z,46.0
2019-11-16T07:30:00Z,47.0
2019-11-16T09:30:00Z,48.0
2019-11-16T11:30:00Z,49.0
2019-11-16T13:30:00Z,50.0
2019-11-16T15:30:00Z,51.0
2019-11-16T17:30:00Z,52.0
2019-11-16T19:30:00Z,53.0
2019-11-16T21:30:00Z,54.0
2019-11-16T23:30:00Z,55.0
2019-11-17T01:30:00Z,56.0
2019-11-17T03:30:00Z,57.0
2019-11-17T05:30:00Z,58.0
2019-11-17T07:30:00Z,59.0
2019-11-17T09:30:00Z,60.0
2019-11-17T11:30:00Z,61.0
2019-11-17T13:30:00Z,62.0
2019-11-17T15:30:00Z,63.0
2019-11-17T17:30:00Z,64.0
2019-11-17T19:30:00Z,65.0
2019-11-17T21:30:00Z,66.0
2019-11-17T23:30:00Z,67.0
2019-11-18T01:30:00Z,68.0
2019-11-18T03:30:00Z,69.0
2019-11-18T05:30:00Z,70.0
2019-11-18T07:30:00Z,71.0
2019-11-18T09:30:00Z,72.0
2019-11-18T11:30:00Z,73.0
