2019-11-12T11:30:00Z,5401.0
2019-11-12T13:30:00Z,5402.0
2019-11-12T15:30:00Z,5403.0
2019-11-12T17:30:00Z,5404.0
2019-11-12T19:30:00Z,5405.0
2019-11-12T21:30:00Z,5406.0
2019-11-12T23:30:00Z,5407.0
2019-11-13T01:30:00Z,5408.0
2019-11-13T03:30:00Z,5409.0
2019-11-13T05:30:00Z,5410.0
2019-11-13T07:30:00Z,5411.0
2019-11-13T09:30:00Z,5412.0
2019-11-13T11:30:00Z,5413.0
2019-11-13T13:30:00Z,5414.0
2019-11-13T15:30:00Z,5415.0
2019-11-13T17:30:00Z,5416.0
2019-11-13T19:30:00Z,5417.0
2019-11-13T21:30:00Z,5418.0
2019-11-13T23:30:00Z,5419.0
2019-11-14T01:30:00Z,5420.0
2019-11-14T03:30:00Z,5421.0
2019-11-14T05:30:00Z,5422.0
2019-11-14T07:30:00Z,5423.0
2019-11-14T09:30:00Z,5424.0
2019-11-14T11:30:00Z,5425.0
2019-11-14T13:30:00Z,5426.0
2019-11-14T15:30:00Z,5427.0
2019-11-14T17:30:00Z,5428.0
2019-11-14T19:30:00Z,5429.0
2019-11-14T21:30:00Z,5430.0
2019-11-14T23:30:00Z,5431.0
2019-11-15T01:30:00Z,5432.0
2019-11-15T03:30:00Z,5433.0
2019-11-15T05:30:00Z,5434.0
2019-11-15T07:30:00Z,5435.0
2019-11-15T09:30:00Z,5436.0
2019-11-15T11:30:00Z,5437.0
2019-11-15T13:30:00Z,5438.0
2019-11-15T15:30:00Z,5439.0
2019-11-15T17:30:00Z,5440.0
2019-11-15T19:30:00Z,5441.0
2019-11-15T21:30:00Z,5442.0
2019-11-15T23:30:00Z,5443.0
2019-11-16T01:30:00Z,5444.0
2019-11-16T03:30:00Z,5445.0
2019-11-16T05:30:00Z,5446.0
2019-11-16T07:30:00Z,5447.0
2019-11-16T09:30:00Z,5448.0
2019-11-16T11:30:00Z,5449.0
2019-11-16T13:30:00Z,5450.0
2019-11-16T15:30:00Z,5451.0
2019-11-16T17:30:00Z,5452.0
2019-11-16T19:30:00Z,5453.0
2019-11-16T21:30:00Z,5454.0
2019-11-16T23:30:00Z,5455.0
